Time,Username,,Tweet,Label,Public_Place
2023-02-10 16:28:35+00:00,kamsservicesltd,,"Do you want premium minicab services at affordable rates? Then KAMS services can help you by providing the best minicab services at affordable rates.

Call us: 02045024920
Whatsapp us: +44 20 3745 5524
Book Online:- https://t.co/xLLgMLwMIQ

#airport #hospital #wedding https://t.co/XhP4Ni0EvM",1,hospital
2023-02-10 16:27:31+00:00,PickUpRide_LAX,,"We’re on Instagram! Scan the QR code to connect with us on Instagram to keep updated on our latest content and offers. @pickupride_lax
To request a quote and book a ride with us, please see our website at https://t.co/MrrxGQUzGK
#lax #airport #airportpickup #airporttransportation https://t.co/UdJrkWqTco",1,hospital
2023-02-10 16:25:34+00:00,CanadianmediaA,,"Air travel set to soar to pre-pandemic levels in 2023: UN aviation agency; https://t.co/N6WMcp9rPJ: #AirTravel, #AirTravelPrePandemic https://t.co/uD4FRw4ACf",1,hospital
2023-02-10 16:20:46+00:00,KayeMenner,,UNUSUAL #FLY ON #AGAPANTHA #STAMEN #Nature #Photography Quality Prints &amp; Cards at: https://t.co/FBKf4p2bUZ,1,hospital
2023-02-10 16:13:23+00:00,LilRonTrackz,,"Women's ""Pretty Girl"" TouristLife ® Moody Hoodies

Now Accepting Afterpay 

Go Shop
https://t.co/x1MTX3AJsI 

📲 ® ™️🌴🌏🔥✈️🗺👕💦🌟🌃🌠🌇✨🎆🎑🌠🎇🏝🚀🧿

#Clothing #Apparel #Style #Travel #Fresh #Designer #Streetwear #Fly #logo #Dope #Brand #Tourist #Fashion https://t.co/ylmYlQh1Im",1,hospital
2023-02-10 16:01:12+00:00,AnandsahuIndia,,"Global Investors SUMMIT
#UP is #up4gowth opportunities 
#Youth Population
#Millet production
#Mobile Production
#Manpower empowering
#Water Exploration
#medicine 
#Airport
Best part is Modi ji with Yogi ji for his support

Congratulation #UP_Yogi_Team 4 #PMModi_Mission https://t.co/alSRLlcjY3",1,hospital
2023-02-10 16:00:58+00:00,Joseph_Wilson_,,No lines at the #airport in the #Metaverse. https://t.co/e6CFdzA7MP,1,hospital
2023-02-10 15:58:35+00:00,ArloBoysHoops,,"‼️🦅 GAME DAY 🦅‼️
🚨 Senior Night 🚨
🆚️ Louisville 
📍 Arlington High School
⏰️ 7:45 (JV @ 4:30)
💻https://t.co/tojGIVWbqA…

#Fly🦅Fly https://t.co/r7yWBkcvIl",1,hospital
2023-02-10 15:58:04+00:00,MoVernie,,"Then at the gate area, there was a DJ spinning music, complimentary cookies and tons of media were on hand as the executives made a brief speech.

#ActuallyEnjoyEconomy #PorterAirlines #FlyPorter #Media #Speech #Milestone #AirTravel #Flying @porterairlines https://t.co/WWpNLQDECh",1,hospital
2023-02-10 15:54:19+00:00,RMSElectricalMD,,"Dulles Toll Road Panel Board Replacement project for Metro Washing Airport Authority.
Replaced old panel boards and installed new generator manual transfer switches at each toll entrance along the entire length of the Toll Road. https://t.co/NobOWAjCGZ  #airport #electrical https://t.co/0FbuuoSIrl",1,hospital
2023-02-10 15:49:35+00:00,NickadelicGames,,"Hogwarts Legacy gameplay at its finest lol #hogwartslegacy #hogwarts #legacy #harrypotter #harry #potter #xbox #streamer #gaming #lol #fly
https://t.co/0oia618vBA",1,hospital
2023-02-10 15:40:52+00:00,BacklashStack,,"TSA Launches TransitDoors™

An effective tool for handling passenger disturbances, the TransitDoor™ provides instantaneous expulsion of the unruly to a remote location.

#substack #airport #airline 

https://t.co/WSDJe5QYtN https://t.co/AJNnvZTVIx",1,hospital
2023-02-10 15:32:06+00:00,gatwickcarsltd_,,"Make a great first impression with Airport Cars Gatwick. ✨
Our professional and prompt service will ensure you arrive at your destination on time and in style.

#Gatwick #Airport #AirportCars #AirportCars #Gatwick #CustomerFeedback https://t.co/r9jr7dJEQH",1,hospital
2023-02-10 15:31:16+00:00,liobian001,,@hangar3BLK busy morning at Blackpool Airport today. #aircraft #photography #aviationphotography #blackpool #airport #aircraft #hangar3 https://t.co/9K0Cqe0JTA,1,hospital
2023-02-10 15:30:12+00:00,AirportInd_News,,".@ZeroAvia is collaborating with @Shell and Rotterdam The Hague Airport @RTHA_Nieuws to enable commercial hydrogen-powered passenger flights by 2025.

Read more here: https://t.co/WOkgd8Yg35

#Airport #Transport #ZeroAvia #Shell #RTM #HydrogenEnergy #PassengerServices",1,hospital
2023-02-10 15:30:00+00:00,cruzeirosafaris,,"Far and Wide #City with nearby #NationalParks Kenya #safari #Travel #hotel #trips #LuxuryTravel #cruzeirosafaris
#motivation #inspiration #TimeToTalkDay #wild #photography #quotes #silhouettechallenge #destination #AfricaTravel #discover #europe #fly #Tour #MagicalKenya #vacation",1,hospital
2023-02-10 15:27:08+00:00,BLRAirport,,"A beautiful capture of @airindiain and @AkasaAir by @swaragram_. Hashtag #BLRlens or tag us @BLRAirport to get your photographs at BLR Airport featured on our social media handles.

#BLRLens #BLRAirport #Airport #bengaluru #Photography #spotlight #aviation https://t.co/eOLxFo5qQc",1,hospital
2023-02-10 15:26:55+00:00,CancunCabs,,"#TheBest #Price #Taxi #cancun #Airport to #playadelcarmen 🚐😷🏝🏖
Visit us on the https://t.co/FB0t3FVJZ4 for any question, contact our reservation phone available with WhatsApp &amp; Telegram:

📲 📞 +52-998 704 8975
📲 📞  +52-998 705 8977
📩 info@cancuncabs.com

We have",1,hospital
2023-02-10 15:23:00+00:00,FlyFi_App,,"Plan a dreamy valentine's day with @FlyFi_App 

Download: https://t.co/FSeRVeTmjd

#travelstory #travel #traveling #travelblogger #traveltips #airtravel #travelstory #ValentinesWeek #HappyValentineส่งดอกไม้ให้พีท #valentines #traveldestinations #travelholic #travelgram https://t.co/4R5O7518L6",1,hospital
2023-02-10 15:22:30+00:00,NishitDoshi144,,"There are people claiming #Afghanistan's better off with #Taliban rule. But 1000s of Afghans rushed to #Kabul #airport on hearsay: #Turkey sending #planes seeking volunteers for #earthquake #relief. They are confident they would be better in the frying pan, instead of the fire!",1,hospital
2023-02-10 15:21:15+00:00,FlyABE_,,It's Fly Away Friday!  Sherman finds his special spot at the gate to wish everyone a fun trip. Learn more about our therapy #dog program. https://t.co/qVEfKKzPnR @APTherapyDogs @LVTherapyDogs #Airport #airports #LehighValley https://t.co/0J4GD78seY,1,hospital
2023-02-10 15:12:04+00:00,Sostraveluk,,#Flying into #Marrakech? Let us organise your #airport transfers https://t.co/AtwcTy76uP https://t.co/MobQZXXHd3,1,hospital
2023-02-10 15:00:46+00:00,ITCKC,,ITC's Fourth Friday Breakfast Featuring Patrick Klein will be 2/24 at 7: 30. Register here https://t.co/prDriCfEaK #logistics #airport #globaltrade https://t.co/j5Hp6PJPrP,1,hospital
2023-02-10 15:00:20+00:00,NHM_London,,"They're the larvae of the #fly Calliphora vicina.
These ones are really important. They helped police solve a double murder in 1935!🕵️

The maggots were used to help establish the time of death of the two victims. These larval sleuths are now looked after by @NHM_Diptera. https://t.co/Z5GktB9CRo",1,hospital
2023-02-10 14:57:01+00:00,StratviewR,,"The demand for innovative, comfortable and sustainable solutions is elevating the flying experience. 🛫 💺 

Explore more the ever-evolving landscape of the #aircraftinteriors market here: https://t.co/A4QkdRdXnY 

#AirTravel #PassengerComfort #aircraftcabins  #airlines #ifec https://t.co/DjYWRLlAeP",1,hospital
2023-02-10 14:56:49+00:00,shekharDev23,,"Long queues for everything at @BLRAirport - Entrance check, luggage check, security, coffees, eateries. No seats available at the gates. Although handlers well- has the T2 not started full fledge. #Bengaluru #Airport #kempegowdaAirport",1,hospital
2023-02-10 14:47:56+00:00,PTWmag,,"NEWS: @AeroportidiRoma launches #venturecapital company
#Rome #airport #aviation https://t.co/ZN4ghhLpqc",1,hospital
2023-02-10 14:44:52+00:00,PilotLiberator,,"@OliverWyman estimates that despite efforts to close the gap, airlines in North America will face a shortage of nearly 30,000 pilots by 2032. The supply of new pilots will grow, but not enough to offset a continuing wave of retirements. https://t.co/JxnTaX1dO0 #pilotshortage #fly",1,hospital
2023-02-10 14:41:24+00:00,NoPlaneNoGain,,"City representatives added #bizav brings incredible jobs and opportunities to the state of Florida, and that OPF is the second busiest general aviation #airport in the U.S. Learn how #bizavworks to support the U.S. economy: https://t.co/FGCZ7biWKl https://t.co/EVDpUDgO63",1,hospital
2023-02-10 14:39:24+00:00,PTWmag,,"AIRPORT: @ACI_EUROPE research finds 98% increase in #passenger traffic in 2022
#airport #travel #aviation https://t.co/RWROuzfVFk",1,hospital
2023-02-10 14:36:55+00:00,LorePerry,,"#onsitejob  #mississauga 

#projectcontrols  Specialist 

For an #airport  project, who will provide project controls services, schedule development, performance status and reporting,change control, risk management, earned value ma…https://t.co/mB6o8ev2qF https://t.co/Nljmth4Pez",1,hospital
2023-02-10 14:30:01+00:00,cruzeirosafaris,,"Far and Wide #City with nearby #NationalParks Kenya #safari #Travel #hotel #trips #LuxuryTravel #cruzeirosafaris
#motivation #inspiration #TimeToTalkDay #wild #photography #quotes #silhouettechallenge #destination #AfricaTravel #discover #europe #fly #Tour #MagicalKenya #vacation",1,hospital
2023-02-10 14:26:43+00:00,bilkulonline,,"Turkey: Black ribbon displayed at Istanbul airport to mourn earthquake victims
#Turkey   #airport #black ribbon https://t.co/8LxcPpUvq2",1,hospital
2023-02-10 14:20:00+00:00,mid_day,,"#MiddayNews |

Mumbai: Gold, foreign currency worth crores seized by customs at airport in 3 seperate cases

#Mumbai #Airport #Gold #ForeignCurrency 

https://t.co/G0P1eJJccV",1,hospital
2023-02-10 14:17:40+00:00,KrustyCowboy,,"You would think the alarm going off after a ramp agent went out the door would trigger TSA to investigate. Nope, alarm still going. #tsa #dca #airport #alarm",1,hospital
2023-02-10 14:15:25+00:00,cherylwillsny1,,"Tonight on @NY1 #LiveatTen! We are fly from head to toe! @edricrobinson reports from a new exhibit that showcases 50 years of #hiphop fashion!  See u at 10pm

#fashion #hiphop #50yearsofhiphop #fly #fit #overtheyears #hiphopmusic #fashionicons #newexhibit #exhibit https://t.co/DzUc1hqRao",1,hospital
2023-02-10 14:09:45+00:00,AirCargoEye,,"A new three-year agreement will see #groundhandler #WFS process a forecasted 32,000 tonnes of #cargo a year carried on up to nine #B777 #flights a week into #Liége #airport from Yantai Penglai International Airport.
#aircargo #groundhandling #forwarders
https://t.co/IJQB27bQIo",1,hospital
2023-02-10 14:04:07+00:00,CAO_JOBS,,"Calling all job seekers! CAO is hosting a Food Service &amp; Hospitality Hiring Expo at our New York Career Center next Wednesday! Walk-ins are welcome. 

#airline #airport #airplane #aviation #job #wkdev #career #JFKJobs #jfkhiringevent https://t.co/Y4tVQ5DpdE",1,hospital
2023-02-10 14:01:09+00:00,centralspotter,,"👀✈️🔊
G-FLYW 
#PYN01 
#Fly Wales 
#United Kingdom
#Beech King Air B200 
#Fly Wales
#405F67
Alt 16000ft
 #405F67  
Seen 185 Times
#ScotRadar

https://t.co/J50qsnpeHZ https://t.co/4rl7oh0fS6",1,hospital
2023-02-10 14:00:13+00:00,tatdipakmmr,,"Global #Smart #Airport Market Trends is #anticipated to experience the fastest market growth over the forecast period, owing to the upcoming #greenfield projects and #advancements of existing airports in this region.
Get More Info : https://t.co/otQ26AocOZ https://t.co/v7tdoA7EU6",1,hospital
2023-02-10 14:00:02+00:00,timesnewsonline,,"Tri-Cities Airport announced a new exhibit at the facility in partnership with the Hands On! Discovery Center.

#airport #discoverycenter #kingsporttiimesnews

https://t.co/EpwOdVgNde",1,hospital
2023-02-10 13:58:43+00:00,CSMIA_Official,,"Thank you, dear guest, for your kind words. We at #MumbaiAirport are working round-the-clock to ensure a comfortable journey for you all. 

#PassengerFirst #GatewayToGoodness #Travel #Comfort #Safety #CSMIA #Airport #Aviation https://t.co/BjbTBd4gSB",1,hospital
2023-02-10 13:37:42+00:00,atallents,,"I hope you enjoy the article 

#professionalwomen #airtravel #aviation #selfcoaching #sustainability #motivation #leadership #happiness #personaldevelopment #emotionalintelligence #bestadvice #culture #editorpicks #future #startups #careers #travel #whati…https://t.co/VKk15QHMTo",1,hospital
2023-02-10 13:36:45+00:00,travelcomments,,These two airports in South Africa are among the world's 20 most punctual airports 2022! https://t.co/zu9FwLlK4s #tourism #airtravel #SouthAfrica,1,hospital
2023-02-10 13:34:02+00:00,stillsohshin,,"I'll take you to the Night Flight.

#写真好きな人と繋がりたい #キリトリセカイ #ファインダー越しの私の世界 #空港夜景 #滑走路灯 #夜景撮影 #airport #photooftheday #photography #photo #nightphotography #nightimages https://t.co/910AZjcLn8",1,hospital
2023-02-10 13:33:21+00:00,ShineofaSmile1,,"Please Note!
#Airport #Tulu #Mangalore #Flights #plane #INDvAUS 
@airindiain @ArenaJet @dkdistrictrail @kudla_aviation @MangaloreanFlyr @sandeeprrao1991 @WorldKonkani @livelymangalore @manipalblog @VisitUdupi @MangaloreCity https://t.co/gjiWeCVzYK",1,hospital
2023-02-10 13:30:13+00:00,PathfinderVisa,,"Fly High Abroad Immigration Services:

 #immigration  #canada  #visa  #usa  #immigrants  #immigrationlawyer  #australia  #ielts  #مهاجرت  #education  #citizenship  #services  #suq  #travel  #love  #europe  #fly  #flying  #high  #stoner  #weed  #abroad  #trip  #holiday  #travelph https://t.co/ZpbK9UxBNG",1,hospital
2023-02-10 13:30:00+00:00,cruzeirosafaris,,"Far and Wide #City with nearby #NationalParks Kenya #safari #Travel #hotel #trips #LuxuryTravel #cruzeirosafaris
#motivation #inspiration #TimeToTalkDay #wild #photography #quotes #silhouettechallenge #destination #AfricaTravel #discover #europe #fly #Tour #MagicalKenya #vacation",1,hospital
2023-02-10 13:24:47+00:00,YMcTier,,@ShannonSharpe Awwwh! Your dog 🐕 is Adorable 🥰🥰. I'm done 😂😂 at when you asked him Really? No privacy these days when you out. People will even record if they can if you using the bathroom! Too much! @YMcTier #airport #dog #recording #privacy,1,hospital
2023-02-10 13:22:54+00:00,TheKingdom22,,"🛫 FIRST FLIGHTS DATE ANNOUNCED🛬 

[ESWATINI AIR KICKS OFF FLIGHTS]: Eswatini Air have recently received accreditation and certificate and it is ready to start operations. They announce dates in the following statement. Halala Eswatini, First WORLD Status soon!
#Fly
#Eswatini https://t.co/acK2oglPce",1,hospital
2023-02-10 13:16:23+00:00,agk4444,,"Pooja Hegde Spotted At Airport In Mumbai Departure - Gallery

 #PoojaHegde #Airport #Mumbai 

https://t.co/Sh8Q1ox9ag https://t.co/cGx24YHidZ",1,hospital
2023-02-10 13:16:17+00:00,SocialNewsXYZ,,"Pooja Hegde Spotted At Airport In Mumbai Departure - Gallery

 #PoojaHegde #Airport #Mumbai 

https://t.co/I51OMPTkrK https://t.co/TDjhnysWju",1,hospital
2023-02-10 13:14:36+00:00,snippetbucket,,"AVIATION INDUSTRIES

https://t.co/zUqpQU9ds6

Aviation ERP software ...

#aviation #Airplane #Airport #servieces #aviationlovers #boeing #aircraft #airplane #aviationdaily #planespotting  #pilot #airbus #plane #aviationgeek #instagramaviation #flight #Tuchel #Chelsea https://t.co/R3iq3LNKrf",1,hospital
2023-02-10 13:12:33+00:00,dez_blanchfield,,"#DezPhotoChallenge #Airport

Sydney international airport has some fun spaces to tinker with if you have time to kill and even just a phone camera.. https://t.co/cW8vyuCYbH",1,hospital
2023-02-10 13:11:22+00:00,travelcomments,,East London: Road works taking place on the only access road to King Phalo Airport (ELS)! https://t.co/cPitZR5ZcV #airtravel #tourism #EastLondon #SouthAfrica,1,hospital
2023-02-10 13:10:50+00:00,travelcomments,,South Africa: CemAir launches flights between Cape Town &lt;&gt; Kimberley! https://t.co/42XHmgNXtr #tourism #airtravel #SouthAfrica,1,hospital
2023-02-10 13:10:17+00:00,travelcomments,,Zambia: Proflight Zambia to launch direct flights to Durban! https://t.co/aVjiuGrvps #tourism #airtravel #Zambia #SouthAfrica,1,hospital
2023-02-10 13:10:10+00:00,OakvilleUnitedT,,"Best #Airport rates in #Oakville, download our app and book your trip today! #Oakvillerealestate #oakvilleon #Oakvilleontario #yyz #airportrates #Torontoairport #Oakvilledads #Oakvillemoms https://t.co/5oIQyBzuzT",1,hospital
2023-02-10 13:06:13+00:00,travelcomments,,Airlink &amp; British Airways sign codeshare agreement! https://t.co/pYUoxToG7h #SouthAfrica #UK #airtravel #tourism,1,hospital
2023-02-10 13:05:44+00:00,travelcomments,,CemAir to launch flights between Johannesburg &lt;&gt; Maun! https://t.co/eL9aqvSX7y #SouthAfrica #airtravel #Botswana #tourism,1,hospital
2023-02-10 13:05:03+00:00,travelcomments,,South African Airways to resume flights to Malawi! https://t.co/1LZtYVyEXN #SouthAfrica #airtravel #Malawi #tourism,1,hospital
2023-02-10 13:04:22+00:00,travelcomments,,Zambia: Zambia Airways to launch regional flights! https://t.co/Rv4cglMCti #tourism #Zambia #airtravel #ZambiaAirways,1,hospital
2023-02-10 13:00:48+00:00,OlayemiMustaph1,,"@D20networkDotio Good project #airport

0xbb020E6A52D3A708E429Cd252b5CDAFC19Cd3038",1,hospital
2023-02-10 13:00:00+00:00,AirTSimulator,,"#TournamentATSimulator

Starts in 24 hours.

London Cup 2023
WORLD
TOURNAMENT

#avgeek #avgeeks #Travel #Airport #airports https://t.co/e4C6nnkIMS",1,hospital
2023-02-10 12:59:43+00:00,fancy_names,,"https://t.co/4ydSmVRqsH is for Sale! 
#pilot #aviation #avgeek #pilotlife #aviationlovers #aircraft #airplane #boeing #aviationphotography #flying #airbus #plane #technology #fly #flight #instaaviation #aviationdaily #airport #hawk #domainnames #DomainNameForSale #startup https://t.co/Mlnw3d6uFa",1,hospital
2023-02-10 12:59:24+00:00,Fly_Airlink,,"#FunFactFriday! Over 450 of our flight deck and cabin crews, of whom over 250 are proudly female, are trained in Airlink's own state-of-the-art Flight Training Centre.

Find out more: https://t.co/iZ5giarRtz

#FlyAirlink #Airlink #AirTravel #LoveTheLink #Aviation #Africa https://t.co/UVVU8UiR3B",1,hospital
2023-02-10 12:55:41+00:00,v_teraiya,,"@YatraOfficial worst platform to book flight tickets. In 10 min they will increase flight prices by twice ???? I mean what, ab hum log dekhe bhi nai apne available option? 
@DGCAIndia @ahmairport @ahmairport #Flights #inflation #Airport #airportworstservice 
@PMOIndia",1,hospital
2023-02-10 12:50:31+00:00,OGtravel20,,"Sydney Opera House -

#Sydney #Travel #StorytimeBalle #LightShow
#eating #hotel #Airport 

https://t.co/sfVMh4PjJz",1,hospital
2023-02-10 12:50:02+00:00,aaihollongi,,"Donyi Polo Airport #Itanagar records steady growth.

#Airport #NorthEast #Arunachal

@MoCA_GoI @MyGovArunachal @aairedner

Report ,
https://t.co/y0x9L7lfvr",1,hospital
2023-02-10 12:46:56+00:00,v_teraiya,,"@YatraOfficial worst platform to book flight tickets. In 10 mins while you are booking flights two time they wi show price increase 😝 I mean bhai abhi hum dekhe bhi nai thikse 
@DGCAIndia @ahmairport @kempintairprtps 
#flighttickets 
#Airport
@YatraOfficial",1,hospital
2023-02-10 12:46:26+00:00,RegionalGateway,,"Study reveals how Farnborough Airport is boosting regional prosperity. 

""We are proud of our long-standing history of contributing to the economic wellbeing of the region."" Simon Geere, CEO of Farnborough Airport.

Read more ➡️https://t.co/LvG2GSfLsw
#BusinessAviation #Airport",1,hospital
2023-02-10 12:44:46+00:00,shazia0772,,@ishehnaaz_gill #ShehnaazGill unseen pic Kashmir trip old memories 😍😍 #SidKiNaaz #SidNaaz #FLY #DesiVibesWithShehnaazGill #Sidharthshukla #SidNaazForever #SidharthShuklaLivesOn #weLoveYouShehnaaz keep shining https://t.co/2x5SFFdfGD,1,hospital
2023-02-10 12:30:30+00:00,gtpgr,,"' #Ryanair: New #Edinburgh- #Rhodes #Route for Summer 2023 https://t.co/fNjXg9YH3D
@Ryanair 
#Greece #travel #tourism #Greektourism #aviation #airtravel #flying #visitgreece #investment #newroute #visitrhodes",1,hospital
2023-02-10 12:30:00+00:00,cruzeirosafaris,,"Far and Wide #City with nearby #NationalParks Kenya #safari #Travel #hotel #trips #LuxuryTravel #cruzeirosafaris
#motivation #inspiration #TimeToTalkDay #wild #photography #quotes #silhouettechallenge #destination #AfricaTravel #discover #europe #fly #Tour #MagicalKenya #vacation",1,hospital
2023-02-10 12:27:51+00:00,travelcomments,,eSwatini: eSwatini Air has released an update on the latest developments! https://t.co/tyLwS29VDG #tourism #airtravel #eSwatini #eSwatiniAir,1,hospital
2023-02-10 12:24:18+00:00,abt_live,,Deepika Padukone looks chic while Hrithik Roshan keeps it classy as they jet off for https://t.co/2fX8wcJRci #karansinghgrover #anilkapoor #deepikapadukone #bollywood #hrithikroshan #airport #fighter #pathaan #johnabraham #shahrukhkhan,1,hospital
2023-02-10 12:23:18+00:00,AnAussieTravels,,#Seminyak – what's all the yak about? https://t.co/0Mthwn24ro #airport #bali #buffet #indonesia #travel #blog https://t.co/4Be3Z5poN2,1,hospital
2023-02-10 12:12:54+00:00,AVSGroupAG,,We create clever protection and rescue #controlroom and workplaces with avs #intellicontrol &amp; #intelliscreen #askus solutions #SmartCity #cybersecurity #airport #futureworkspace #monitoring #Military #traffic #fireforce #grid #collaboration #ergonomie #IT #design #AVpro https://t.co/RzcCOKiuk1,1,hospital
2023-02-10 12:11:20+00:00,MeShankara,,"I was taught the word #Aerodrome before #Airport.

How about you?",1,hospital
2023-02-10 12:06:49+00:00,TabadulE,,"Resumption of flights to and from #Mitiga #International #Airport in Tripoli after stopping for hours for security and safety reasons, and diverting some flights to #Misrata #Airport https://t.co/4m4HoZsoK8",1,hospital
2023-02-10 12:03:00+00:00,MapsofIndia,,"The #DigiYatra programme aims to encourage seamless and hassle-free #airtransportation. The Ministry of #CivilAviation plans to digitise ticketing, #Airport admission, and boarding pass security check-in.

https://t.co/RgdQlLYujn

#aviation #GovOfIndia #Indianaviation #MyIndia",1,hospital
2023-02-10 12:01:21+00:00,moneycontrolcom,,"Effective Implementation (EI) measure is a country’s safety oversight capability, which can be calculated per element or as an overall measure.

Read Here 👇🏻
https://t.co/dtX5GYEj4G

#AirTravel #DGCA #SafetyAudit",1,hospital
2023-02-10 12:01:13+00:00,UnseenUnknown01,,"Refueling In The Air Is Like This

#Refueling #Airdrop #Airdrops #Aircraft #AirIndia #Airport #planecrash #plane #Patrol #Now #NEW #news #NewYork #Trending #TrendingNow #trendingvideo #shorts #short #helicopter #story #Airplane #airplanebathroom #airplanecrash #entertainment https://t.co/kyQCfYkO9s",1,hospital
2023-02-10 11:59:49+00:00,Cedrick0577,,"International Coals #Canada #SouthAfrica #Australia at #marmugao port #AdaniBerth by #Digambar led #Congress govt in Goa are in #BJP Congress proposed BJP seconded in #Goa 
1. #marmugao port #Berth allocated to #AdaniGroup 
2. #Mopa #airport 
Congress BJP #Hindi chini #bhai bhai https://t.co/6OqGs2TKw7",1,hospital
2023-02-10 11:58:32+00:00,telugustop,,AISATS to develop multi-modal cargo hub at Noida International Airport https://t.co/BvHOpVqAss #AirIndia #Airport #Aisats #Bally #Cargo,1,hospital
2023-02-10 11:56:16+00:00,alex_atam,,wish i knew how to say “cow” in multiple languages… #traveling #fun  #Airport #alwaysonthemove,1,hospital
2023-02-10 11:53:14+00:00,TheINIofficial,,"Navi Mumbai International Airport update.

@Dev_Fadnavis @mieknathshinde @JM_Scindia #Mumbai #Maharashtra #Airport #Infrastructure https://t.co/YtUTyN9eng",1,hospital
2023-02-10 11:53:07+00:00,airportCNN,,"Explore the culture of Middle - East port City

#flyfromkannur
#kannurinternationalairport #kannurairport #kial #flight #airport #airways #booknow #travel #travelgram #tourism #muscat https://t.co/nAy7J0pUGi",1,hospital
2023-02-10 11:52:24+00:00,flyunitedng,,"For your ticket and payment, please visit https://t.co/OZdjSEhi8z or click the link in our bio.

#UnitedNigeriaAirlines #FlyUnitedNigeriaAirlines #FlyingToUnite #AMoreRewardingWayToFly #FlyNonStop #FlyWithUs #AirTravel #Aviation #PaySmallSmall https://t.co/uWbmwf4Y8M",1,hospital
2023-02-10 11:45:49+00:00,KasliwalSuruchi,,We salute the commendable changes and uplifted security check-in facilty arranged by Inspector Shri Sudesh Kumar Pachar CISF at the Jaipur Airport. @cisfhqrs #cisf #homedepartment #airport authorities,1,hospital
2023-02-10 11:34:35+00:00,talktosanjai,,"Noida International Airport selects #AirIndia SATS #AISATS to develop a multi-modal cargo hub

#TataGroup #AvGeek #Airport",1,hospital
2023-02-10 11:32:40+00:00,ReddySalina,,"A #march had been organized in the #city of #Juliaca, #Peru's southern Puno region, to #demand #justice for the 18 #civilians killed on January 9, and protesters tried to enter the Inca Manco Capac #airport.",1,hospital
2023-02-10 11:32:39+00:00,ReddySalina,,"Almost 50 #people were injured in #Peru in #violent confrontations between #lawenforcement and anti-#government #protesters outside an #airport Thursday, a month after 18 demonstrators were killed at the same #location. https://t.co/Qmp8vIfz2y",1,hospital
2023-02-10 11:30:01+00:00,cruzeirosafaris,,"Far and Wide #City with nearby #NationalParks Kenya #safari #Travel #hotel #trips #LuxuryTravel #cruzeirosafaris
#motivation #inspiration #TimeToTalkDay #wild #photography #quotes #silhouettechallenge #destination #AfricaTravel #discover #europe #fly #Tour #MagicalKenya #vacation",1,hospital
2023-02-10 11:30:00+00:00,WowBroStudio,,"The Nawab Of Bollywood was Papped at Airport with his cool Looks 🔥🔥  #Airport #nawabi 
#TweetOfTheDay @WowBroStudio ... https://t.co/mgKPMlVTcc",1,hospital
2023-02-10 11:30:00+00:00,forcescarhire,,"Booked your Flight?
SAVE 10% on #UKAirportParking
🅿️ https://t.co/xrvMYtAiPh
https://t.co/Z92aIkGAxI
One Stop for all your Travel
@Blesma receive a donation of £1 for every🅿️booking
#travel #holidays #airport #parking #carrental #forces #veterans #expats #forcescarhire #MHHSBD https://t.co/WfAufEgEF4",1,hospital
2023-02-10 11:26:57+00:00,centralspotter,,"👀✈️🔊
G-FLYW 
#PYN01 
#Fly Wales 
#United Kingdom
#Beech King Air B200 
#Fly Wales
#405F67
Alt 18500ft
 #405F67  
Seen 183 Times
#ScotRadar

https://t.co/J50qsnpeHZ https://t.co/hGtTcLDO8f",1,hospital
2023-02-10 11:25:35+00:00,jetline_marvel,,"Ryanair expansion at Cardiff Airport including new route to Belfast
https://t.co/gU7QxFHiWS
#Ryanair #Cardiff #Airport #Route #Belfast #Aircraft #airline",1,hospital
2023-02-10 11:23:25+00:00,GuwahatiAirport,,"It's the season to celebrate love and spread some joy. And what better way to do that than by giving unique gifts to your special ones? So, let the #GiftOfLove say it all for you this #ValentinesWeek! 

#GuwahatiAirport #GatewayToGoodness #Love #Offers #Travel #Explore #Airport https://t.co/iHZtMOF5AG",1,hospital
2023-02-10 11:21:38+00:00,AmitKum87774377,,#Bangalore #Airport #departures Why everyone leaving Bangalore? https://t.co/vRLimz5WHM,1,hospital
2023-02-10 11:20:55+00:00,archinterind,,"#Haptic #Architects and #PiR2 have won a #competition to design a new school and cultural centre for the #Bærum municipality, creating landmark building on #Oslo’s decommissioned #airport, for an emerging neighbourhood in #Fornebu.

Read more: https://t.co/4qIX3PO0Qv",1,hospital
2023-02-10 11:19:07+00:00,TiqwaHQ,,"TGIF!!!

Join us at Tiqwa today and get access to affordable and reliable travel solutions.
Welcome to 2023!
#flight #aviation #travel #plane #pilot #airplane #avgeek #fly #flying #airport https://t.co/7nio2RuOe5",1,hospital
2023-02-10 11:18:09+00:00,WowBroStudio,,Veteran Actor Naseeruddin Shah was papped at Mumbai Airport with his wife Ratna Patak Shah 💥💥🙏🙏🙏 #naseeruddinshah #Airport #Mumbai @WowBroStudio @verified ... https://t.co/IXHNGftRdl,1,hospital
2023-02-10 11:15:19+00:00,Jaipur_Airport,,"It's the season to celebrate love and spread some joy. And what better way to do that than by giving unique gifts to your special ones? So, let the #GiftOfLove say it all for you this #ValentinesWeek! 

#JaipurAirport #GatewayToGoodness #Love #Offers #Travel #Explore #Airport https://t.co/vV27v56aiJ",1,hospital
